2012,38,1,0,10.3,29.07
2012,39,6,0,8.4,28.76
2012,40,5,0,6.4,28.89
2012,41,5,0,4.8,28.53
2012,42,6,0,28.5,27.76
2012,43,7,0,0.7,28.36
2012,44,4,0,2.3,28.40
2012,45,12,0,0.4,28.89
2012,46,3,0,8.2,28.45
2012,47,7,0,4.1,28.46
2012,48,7,0,1.1,28.60
2012,49,6,0,0.0,28.41
2012,50,8,0,1.5,28.32
2012,51,5,0,0.0,27.91
2012,52,4,1,0.3,27.99
2013,1,19,1,0.0,27.41
2013,2,28,0,0.0,26.84
2013,3,24,0,0.0,26.00
2013,4,29,1,0.0,26.06
2013,5,33,0,0.0,26.54
2013,6,41,0,0.0,26.84
2013,7,24,0,0.0,27.06
2013,8,28,0,0.0,27.11
2013,9,28,0,0.0,27.73
2013,10,33,0,0.0,27.64
2013,11,25,0,0.0,28.03
2013,12,41,1,0.0,27.97
2013,13,33,0,0.0,28.41
2013,14,44,0,0.0,28.74
2013,15,63,0,0.0,28.64
2013,16,55,2,0.2,28.67
2013,17,58,0,0.0,28.44
2013,18,56,1,0.1,28.83
2013,19,46,0,1.6,28.83
2013,20,44,0,0.6,28.89
2013,21,48,0,3.2,28.34
2013,22,46,0,5.2,28.74
2013,23,55,0,0.1,30.03
2013,24,50,0,5.7,28.56
2013,25,58,2,1.5,29.39
2013,26,44,1,0.2,28.77
2013,27,42,0,1.9,29.10
2013,28,63,0,4.1,29.06
2013,29,59,1,1.1,29.10
2013,30,45,4,0.4,28.90
2013,31,45,0,0.7,28.97
2013,32,31,0,6.9,28.71
2013,33,41,1,5.6,28.59
2013,34,44,0,2.5,28.94
2013,35,34,0,8.7,28.36
2013,36,39,0,12.2,28.43
2013,37,37,2,12.9,28.60
2013,38,55,1,3.6,29.21
2013,39,42,7,11.3,28.73
2013,40,44,5,6.7,28.10
2013,41,46,10,2.9,28.84
2013,42,39,4,4.3,28.07
2013,43,48,3,4.5,28.59
2013,44,48,8,9.0,28.27
2013,45,38,14,0.8,28.09
2013,46,44,5,0.4,29.00
2013,47,48,4,0.2,28.57
2013,48,35,3,0.8,28.31
2013,49,44,1,0.0,28.16
2013,50,43,4,0.8,27.77
2013,51,31,3,2.0,27.61
2013,52,23,5,0.0,27.20
2014,1,87,6,0.0,27.51
2014,2,77,6,0.0,27.53
2014,3,65,4,0.0,26.91
2014,4,73,6,0.0,26.86
2014,5,33,3,0.0,26.79
2014,6,45,4,0.0,26.77
2014,7,27,2,0.0,27.50
2014,8,24,0,0.0,26.73
2014,9,15,0,0.0,26.84
2014,10,9,1,0.0,27.31
2014,11,12,1,0.0,27.23
2014,12,10,0,0.0,27.57
2014,13,6,0,0.0,27.76
2014,14,9,1,0.0,27.46
2014,15,9,0,0.0,28.61
2014,16,2,0,0.0,27.83
2014,17,12,1,0.0,28.37
2014,18,7,0,0.0,28.89
2014,19,4,2,0.0,29.93
2014,20,6,0,1.8,29.57
2014,21,2,0,0.0,29.54
2014,22,2,0,1.1,28.83
2014,23,3,0,0.0,29.91
2014,24,6,0,2.1,29.69
2014,25,2,0,0.3,29.69
2014,26,6,0,0.7,29.06
2014,27,5,0,2.6,28.76
2014,28,5,0,1.3,28.76
2014,29,14,0,0.0,29.49
2014,30,11,1,0.5,29.66
2014,31,8,1,2.7,29.17
2014,32,5,0,3.2,28.76
2014,33,8,1,0.8,29.26
2014,34,11,1,1.3,28.77
2014,35,13,0,1.4,28.96
2014,36,10,0,2.7,29.06
2014,37,10,0,0.1,29.50
2014,38,10,0,10.2,27.94
2014,39,24,0,2.7,28.76
2014,40,19,0,0.0,30.13
2014,41,22,2,6.0,28.27
2014,42,12,0,8.7,27.71
2014,43,12,1,0.9,28.57
2014,44,12,1,21.3,28.44
2014,45,11,2,0.1,28.99
2014,46,12,0,6.0,27.99
2014,47,7,0,0.5,28.66
2014,48,11,0,0.1,28.59
2014,49,4,0,0.5,27.80
2014,50,12,1,9.6,28.00
2014,51,3,0,0.5,28.26
2014,52,2,0,0.0,28.56
2014,53,8,0,0.0,27.78
2015,1,17,3,0.0,26.49
2015,2,7,0,0.0,26.87
2015,3,7,0,0.0,26.99
2015,4,7,0,0.0,27.10
2015,5,6,0,0.0,27.29
2015,6,6,1,0.0,27.71
2015,7,2,0,0.0,27.63
2015,8,2,0,0.0,27.67
2015,9,3,0,0.0,27.04
2015,10,1,0,0.0,26.57
2015,11,3,0,0.0,26.56
2015,12,1,0,0.0,27.56
2015,13,2,0,0.3,27.63
2015,14,3,0,0.0,27.91
2015,15,0,0,0.9,28.16
2015,16,0,0,0.1,28.39
2015,17,1,0,0.1,29.10
2015,18,2,0,0.0,29.34
2015,19,0,0,0.0,28.74
2015,20,1,0,0.1,28.47
2015,21,1,0,0.7,28.27
2015,22,0,0,0.9,29.80
2015,23,1,0,2.7,29.14
2015,24,1,0,0.0,29.43
2015,25,1,0,0.0,29.18
2015,26,0,0,0.0,28.90
2015,27,1,0,1.8,28.57
2015,28,4,0,0.7,29.10
2015,29,2,0,3.2,28.69
2015,30,9,0,0.0,29.19
2015,31,2,0,0.1,29.43
2015,32,7,0,1.4,29.46
2015,33,6,0,5.7,29.27
2015,34,5,0,0.4,28.99
2015,35,15,0,4.4,29.84
2015,36,9,0,0.9,29.64
2015,37,8,1,0.6,29.70
2015,38,20,0,6.2,29.90
2015,39,21,0,0.3,29.97
2015,40,15,0,6.9,29.69
2015,41,19,1,0.2,29.31
2015,42,16,0,0.0,29.96
2015,43,13,0,0.1,29.61
2015,44,15,1,2.5,28.60
2015,45,9,1,0.0,29.41
2015,46,10,0,11.8,27.79
2015,47,11,0,0.0,28.67
2015,48,8,0,0.3,29.14
2015,49,7,0,0.0,28.81
2015,50,3,0,0.2,29.03
2015,51,3,0,0.0,28.37
2015,52,1,0,0.0,27.69
2016,1,9,0,0.0,27.76
2016,2,11,0,0.0,27.51
2016,3,7,0,0.0,27.49
2016,4,1,0,0.0,27.87
2016,5,4,0,0.0,27.50
2016,6,3,0,0.0,27.54
2016,7,2,0,0.0,27.77
